horse_id	date	rank	prize	rank_diff	weather	race_type	course_len	ground_state	race_class	n_horses
2012100683	2024-11-03	7.0	0.0	1.1	0.0	0	1400	3.0	5.0	12.0
2012100683	2024-10-20	8.0	0.0	1.5	0.0	0	1300	2.0		9.0
2012100683	2024-10-06	4.0	13.5	1.6	0.0	0	1400	1.0		11.0
2012100683	2024-09-23	5.0	9.0	1.6	0.0	0	1400	1.0		9.0
2012100683	2024-09-08	6.0	0.0	1.3	0.0	0	1400	0.0		10.0
2012100683	2024-07-28	4.0	24.0	1.7	0.0	0	1600	0.0	5.0	8.0
2012100683	2024-07-15	2.0	31.5	0.1	2.0	0	1400	3.0		11.0
2012100683	2024-06-30	7.0	0.0	1.2	1.0	0	1300	3.0	5.0	10.0
2012100683	2024-06-16	2.0	31.5	0.8	0.0	0	1400	0.0		10.0
